w	(danh từ) w, w (v kép).
whoop-de-do	(danh từ) (từ mỹ, nghĩa mỹ), (thông tục) sự vui nhộn.
whoop-de-do	(danh từ) sự tho luận sôi nổi.
whoop-de-do	(danh từ) sự qung cáo rùm beng.
whoopee	(thán từ) hoan hô!, .
whoopee	(danh từ) (từ mỹ, nghĩa mỹ), (thông tục) sự vui nhộn.
whooping-cough	(danh từ) (y học) ho gà.
whop	(ngoại động từ) (từ lóng) đánh đập (người nào).
whop	(ngoại động từ) đánh bại, thắng (đội khác).
whop	(ngoại động từ) (từ mỹ, nghĩa mỹ) ng đánh bịch một cái.
whopper	(danh từ) (từ lóng) cái to lớn khác thường.
whopper	(danh từ) điều nói dối tr trẽn; điều nói láo không ngượng mồm.
whopping	(tính từ) (từ lóng) to lớn khác thường.
whore	(danh từ) đĩ, gái điếm.
whore	(danh từ) ăn chi truỵ lạc.
whore	(nội động từ) làm đĩ, m i dâm (đàn bà).
whore	(nội động từ) chi gái (đàn ông).
whore-master	(danh từ) người hay chi gái.
whore-monger	(danh từ) người hay chi gái.
whoredom	(danh từ) nghề làm đĩ, nghề m i dâm.
whoredom	(danh từ) sự truỵ lạc.
whorehouse	(danh từ) (từ cổ) nhà thổ; lầu xanh.
whoremaster	(danh từ) xem whoremonger.
whoremonger	(danh từ) xem whore-master.
whoreson	(danh từ) con đẻ hoang.
whorl	(danh từ) (thực vật học) vòng (lá, cánh hoa...).
whorl	(danh từ) (động vật học) vòng xoắn.
whorl	(danh từ) (nghành dệt) con lăn cọc sợi.
whose	(đại từ sở hữu) của ai.
whose	(đại từ sở hữu) của người mà, mà.
whoso	(đại từ) (từ cổ, nghĩa cổ) (như) whoever.
whosoeer	(danh từ) (th ca) (như) whoever.
whosoever	(đại từ) dạng nhấn mạnh của whoever.
whuff	(nội động từ) thở phì phì; thở hồng hộc.
why	(phó từ) tại sao, vì sao.
why	(danh từ) lý do, lý do tại sao.
why	(thán từ) sao!, thế nào!.
whys	(danh từ) lý do, lý do tại sao.
wick	(danh từ) bấc (đèn).
wick	(danh từ) (y học) bấc.
wicked	(tính từ) xấu, hư, tệ, đồi bại, tội lỗi.
wicked	(tính từ) ác, độc ác.
wicked	(tính từ) nguy hại.
wicked	(tính từ) tinh quái.
wicked	(tính từ) dữ (thú).
wicked	(tính từ) độc.
wickedness	(danh từ) tính chất đồi bại.
wickedness	(danh từ) tính chất độc ác.
wickedness	(danh từ) tính chất nguy hại.
wickedness	(danh từ) tính tinh quái.
wickedness	(danh từ) tính độc hại.
wicker	(danh từ) (thực vật học) liễu gai.
wicker	(danh từ) đồ đan bằng liễu gai.
wicker-work	(danh từ) đồ làm bằng liễu gai.
wickered	(tính từ) đan bằng liễu gai; bọc bằng liễu gai.
wicket	(danh từ) cửa nhỏ, cửa xép (bên cạnh cửa lớn...).
wicket	(danh từ) cửa xoay.
wicket	(danh từ) cửa chắn (chỉ mở ở phía trên, phía dưới để chặn gà, súc vật...).
wicket	(danh từ) cửa bán vé.
wicket	(danh từ) ở thế lợi.
wicket	(danh từ) ở thế không lợi.
wicking	(danh từ) chất bấc; vật liệu làm bấc đèn.
wicksell effects	(danh từ) (kinh tế học) các hiệu ứng của wicksell.
wicksell	(knut, danh từ) (kinh tế học) (1851-1926).
widder	(danh từ) (thông tục) xem widow.
wide	(tính từ) rộng, rộng lớn.
wide	(tính từ) mở rộng, mở to.
wide	(tính từ) (nghĩa bóng) rộng, uyên bác (học vấn).
wide	(tính từ) (nghĩa bóng) rộng r i, phóng khoáng, không có thành kiến (tư tưởng).
wide	(tính từ) xa, cách xa.
wide	(tính từ) xo trá.
wide	(phó từ) rộng, rộng r i, rộng khắp.
wide	(phó từ) xa, trệch xa.
wide	(danh từ) (thể dục, thể thao) qu bóng cách xa đích (crickê).
wide	(danh từ) (the wide) vũ trụ bao la.
wide	(danh từ) (từ lóng) không một xu dính túi, kiết lõ đít.
wide awake	(tính từ) thức, tỉnh hẳn.
wide awake	(tính từ) (nghĩa bóng) tỉnh táo, hiểu biết, thận trọng.
wide-awake	(danh từ) mũ dạ mềm rộng vành.
wide-open	(tính từ) mở rộng.
wide-open	(tính từ) trống, trống tri.
wide-open	(tính từ) (từ mỹ, nghĩa mỹ) không hạn chế chi bời rượu chè (thành phố).
widely	(phó từ) nhiều, xa.
widely	(phó từ) rộng r i, khắp ni.
widely	(phó từ) thưa, thưa thớt.
widen	(ngoại động từ) làm cho rộng ra, nới rộng ra, mở rộng.
widen	(ngoại động từ) (nghĩa bóng) làm lan rộng, khuếch trưng.
widen	(nội động từ) rộng ra, mở ra.
widen	(nội động từ) (nghĩa bóng) lan rộng.
widening	(danh từ) sự làm rộng, sự nới rộng, sự mở rộng.
widening	(danh từ) (nghĩa bóng) sự làm lan rộng, sự khuếch trưng.
widespread	(tính từ) lan rộng, phổ biến.
widgeon	(danh từ) (động vật học) vịt trời mareca.
widish	(tính từ) hi rộng.
widow	(danh từ) người đàn bà goá, qu phụ.
widow	(ngoại động từ) giết chồng, giết vợ (ai); làm cho goá (chồng, vợ); cướp mất chồng, cướp mất vợ (ai).
widow	(ngoại động từ) (th ca) cướp mất (bạn...).
widow	(ngoại động từ) (từ mỹ, nghĩa mỹ), (từ hiếm, nghĩa hiếm) là vợ goá của (ai).
widowed	(tính từ) goá (chồng, vợ).
widowed	(tính từ) (th ca) (+ of) bị mất, bị cướp mất; không có.
widower	(danh từ) người goá vợ.
widowerhood	(danh từ) cảnh goá vợ; thời gian goá vợ.
widowerhood	(danh từ) cảnh goá vợ; thời gian goá vợ.
widowhood	(danh từ) cnh goá bụa.
widowhood	(danh từ) thời gian ở goá.
width	(danh từ) tính chất rộng.
width	(danh từ) bề rộng, bề ngang.
width	(danh từ) khổ (vi).
width	(danh từ) (nghĩa bóng) tính chất rộng r i.
wield	(ngoại động từ) nắm và sử dụng (vũ khí).
wield	(ngoại động từ) dùng, cầm (một dụng cụ).
wield	(ngoại động từ) (nghĩa bóng) sử dụng, vận dụng, thi hành.
wieldy	(tính từ) dễ cầm, dễ dùng, dễ sử dụng (dụng cụ).
wieser	(friederich von, danh từ) (kinh tế học) (1851-1926).
wife	(danh từ) vợ.
wife	(danh từ) (từ cổ, nghĩa cổ) người đàn bà; bà già.
wifehood	(danh từ) cnh làm vợ, cưng vị làm vợ.
wifeless	(tính từ) không có vợ.
wifelike	(tính từ) của người vợ; như người vợ; phù hợp với người vợ.
wifely	(tính từ) của người vợ; như người vợ; phù hợp với người vợ.
wig	(danh từ) bộ tóc gi.
wig	(ngoại động từ) (thông tục) chửi mắng thậm tệ.
wig-wag	(động từ) (quân sự) (hàng hải) đánh tín hiệu bằng cờ.
wig-wag	(danh từ) sự đánh tín hiệu bằng cờ.
wigeon	(danh từ) (động vật học) vịt trời mareca.
wigged	(tính từ) mang tóc gi.
wigging	(danh từ) (thông tục) sự chửi mắng thậm tệ.
wiggle	(danh từ) sự lắc lư; sự ngọ nguậy.
wiggle	(động từ) (thông tục) lắc lư; ngọ nguậy.
wiggly	(tính từ) (thông tục) lượn sóng (đường kẻ).
wight	(danh từ) (từ cổ, nghĩa cổ) người, kẻ.
wigman	(danh từ) lều (của người da đỏ ở mỹ).
wigwag	(danh từ) (quân sự), (hàng hi) sự đánh tín hiệu bằng cờ.
wigwag	(động từ) (quân sự), (hàng hi) đánh tín hiệu bằng cờ.
wigwam	(danh từ) lều (của người da đỏ ở mỹ).
wild	(tính từ) dại, hoang (ở) rừng.
wild	(tính từ) chưa thuần; chưa dạn người (thú, chim).
wild	(tính từ) man rợ, man di, chưa văn minh.
wild	(tính từ) hoang vu, không người ở.
wild	(tính từ) dữ dội, b o táp.
wild	(tính từ) rối, lộn xộn, lung tung.
wild	(tính từ) điên, điên cuồng, nhiệt liệt.
wild	(tính từ) ngông cuồng, rồ dại, liều mạng, thiếu đắn đo suy nghĩ, bừa b i.
wild	(tính từ) tự do, bừa b i, phóng túng, lêu lổng.
wild	(phó từ) vu v, bừa b i, lung tung.
wild	(danh từ) vùng hoang vu.
wild-goose chase	(danh từ) việc làm ngôn cuồng; sự đeo đuổi viển vông.
wildcat	(tính từ) liều, liều lĩnh.
wildcat strike	(danh từ) (kinh tế học) bãi công không chính thức.
wilderness	(danh từ) vùng hoang vu, vùng hoang dã.
wilderness	(danh từ) phần bỏ hoang (trong khu vườn).
wilderness	(danh từ) ni vắng vẻ tiêu điều, ni hoang tàn.
wilderness	(danh từ) vô vàn, vô số.
wilderness	(danh từ) tiếng kêu trong sa mạc (nghĩa bóng).
wilderness	(danh từ) (chính trị) không nắm chính quyền (đng).
wildfire	(danh từ) chất cháy (người hy lạp xưa dùng để đốt tàu địch).
wildfire	(danh từ) lan rất nhanh (tin đồn).
wildfowl	(danh từ) chim săn bắn.
wilding	(danh từ) (thực vật học) cây dại; cây tự mọc.
wilding	(danh từ) qu của cây dại.
wildlife	(danh từ) (từ mỹ) những thú vật, chim muông... hoang dã.
wildlife	(danh từ) sự bảo tồn những loài thú, chim rừng.
wildness	(danh từ) tình trạng hoang d .
wildness	(danh từ) tính chất man rợ.
wildness	(danh từ) tình trạng hoang vu (miền).
wildness	(danh từ) sự dữ dội.
wildness	(danh từ) sự cuồng nhiệt, sự điên cuồng.
wildness	(danh từ) tính chất phóng đ ng, tính chất bừa b i (trong cuộc sống).
wile	(danh từ) mưu mẹo, mưu chước.
wile	(ngoại động từ) lừa, dụ, dụ dỗ.
wile	(ngoại động từ) giết thì giờ.
wilful	(tính từ ((từ mỹ, nghĩa mỹ) willful)) cố ý, chủ tâm.
wilful	(tính từ ((từ mỹ, nghĩa mỹ) willful)) cứng cổ, bướng, ngang ngạnh, ngoan cố.
wilfulness	(danh từ) sự cố ý.
wilfulness	(danh từ) tính bướng bỉnh, tính ưng ngạnh, tính ngoan cố.
wiliness	(danh từ) tính xo trá, tính quỷ quyệt.
will	(danh từ) ý chí, chí, ý định, lòng.
will	(danh từ) sự hăng say; sự quyết chí, sự quyết tâm.
will	(danh từ) nguyện vọng, ý muốn; ý thích.
will	(danh từ) (pháp lý) tờ di chúc, chúc thư.
will	(ngoại động từ) tỏ ý chí; có quyết chí.
will	(ngoại động từ) định.
will	(ngoại động từ) buộc, bắt buộc.
will	(ngoại động từ) (pháp lý) để lại bằng chức thư.
will	(động từ) muốn.
will	(động từ) thuận, bằng lòng.
will	(động từ) thường vẫn.
will	(động từ) nếu, giá mà, ước rằng.
will	(động từ) phi, tất nhiên; ắt là, hẳn là, chắc là.
will	(động từ) nhất định sẽ.
will	(động từ) sẽ (tưng lai).
will	(động từ) có thể.
will-o-the-wisp	(danh từ) ma tri (nghĩa đen & nghĩa bóng).
willet	(danh từ) (động vật học) chim dẽ bắc mỹ.
willful	(tính từ) (từ mỹ, nghĩa mỹ) (như) wilful.
willies	(danh từ) (từ mỹ, nghĩa mỹ), (thông tục) sự sợ h i, sự sợ sệt.
willing	(tính từ) bằng lòng, vui lòng; muốn.
willing	(tính từ) sẵn sàng, quyết tâm.
willing	(tính từ) có thiện ý, hay giúp đỡ, sẵn lòng.
willing	(tính từ) tự nguyện.
willingly	(phó từ) sẵn lòng, vui lòng.
willingly	(phó từ) tự ý, tự nguyện.
willingness	(danh từ) sự bằng lòng, sự vui lòng.
willingness	(danh từ) sự sẵn sàng, sự sốt sắng.
willingness	(danh từ) sự tự nguyện.
willingness	(danh từ) thiện ý.
willingness to pay	(danh từ) (kinh tế học) mức sẵn sàng trả.
willow	(danh từ) (thực vật học) cây liễu.
willow	(danh từ) (thể dục, thể thao) gậy đánh crickê ((thường) làm bằng gỗ liễu).
willow	(danh từ) (nghành dệt) máy tước xơ.
willow-green	(tính từ) xanh màu lá liễu.
willow-pattern	(danh từ) hình vẽ men xanh (trên đồ sứ).
willowed	(tính từ) trồng liễu; có nhiều liễu.
willowy	(tính từ) có nhiều liễu.
willowy	(tính từ) yểu điệu, thướt tha.
willy-nilly	(phó từ) dù muốn dù không, muốn hay không muốn.
wilson committee	(danh từ) (kinh tế học) uỷ ban wilson.
wily	(tính từ) xo trá, quỷ quyệt, lắm mưu.
wimble	(danh từ) (kỹ thuật) cái khoan; cái khoan tay.
wimp	(danh từ) (thông tục) người yếu đuối, người nhút nhát (nhất là đàn ông).
wimpish	(tính từ) (thông tục) ứng xử như một người nhút nhát.
wimple	(danh từ) khăn trùm.
wimple	(danh từ) chỗ cong, chỗ lượn (của đường, sông).
wimple	(danh từ) làn sóng.
wimple	(ngoại động từ) trùm khăn cho (ai).
wimple	(nội động từ) chy ngoằn ngoèo, lượn, uốn khúc.
wimple	(nội động từ) gợn sóng lăn tăn.
win	(danh từ) sự thắng cuộc.
win	(ngoại động từ) chiếm, đoạt, thu được, nhận được, kiếm được, có được.
win	(ngoại động từ) thắng cuộc; thắng.
win	(ngoại động từ) thu phục, tranh thủ, lôi kéo.
win	(ngoại động từ) đạt đến, đến.
win	(nội động từ) thắng cuộc, thắng trận.
win	(nội động từ) (+ upon) càng ngày càng lôi kéo; thuyết phục được.
win	(nội động từ) �ng triệu người.
wince	(danh từ) sự co rúm lại, sự rụt lại (vì đau đớn, sợ hãi...).
wince	(nội động từ) co rúm lại, rụt lại (vì đau đớn, sợ h i...).
wincey	(danh từ) vi pha len (để may s mi...).
winceyette	(danh từ) vải mềm (làm bằng sợi bông, hoặc bông pha len, dùng để may bộ đồ ngủ, áo ngủ...).
winch	(danh từ) (kỹ thuật) tời.
winch	(danh từ) (thể dục, thể thao) ống cuộn dây câu.
winch	(ngoại động từ) kéo bằng tời.
wind	(danh từ) gió.
wind	(danh từ) phưng gió, phía gió thổi.
wind	(danh từ) (số nhiều) các phưng trời.
wind	(danh từ) (thể dục, thể thao) hơi.
wind	(danh từ) (săn bắn) hơi, mùi; (nghĩa bóng) tin phong thanh.
wind	(danh từ) (y học) hơi (trong ruột).
wind	(danh từ) (giải phẫu) ức.
wind	(danh từ) lời rỗng tuếch; chuyện rỗng tuếch.
wind	(danh từ) (âm nhạc) nhạc khí thổi (kèn, sáo...); tiếng kèn sáo.
wind	(ngoại động từ) đánh hơi.
wind	(ngoại động từ) làm thở hổn hển, làm thở mạnh, làm thở hết hơi, làm mệt đứt hi.
wind	(ngoại động từ) để cho nghỉ lấy hơi, để cho thở.
wind	(ngoại động từ) thổi.
wind	(danh từ) vòng (dây).
wind	(danh từ) khúc uốn, khúc lượn (của con sông).
wind	(ngoại động từ) cuộn, quấn.
wind	(ngoại động từ) lợn, uốn.
wind	(ngoại động từ) bọc, choàng.
wind	(ngoại động từ) (kỹ thuật) quay; trục lên bằng cách quay.
wind	(ngoại động từ) lên dây (đồng hồ).
wind	(ngoại động từ) (điện học) quấn dây.
wind	(nội động từ) quấn lại, cuộn lại (con rắn...).
wind	(nội động từ) quanh co, uốn khúc.
wind	(nội động từ) (kỹ thuật) vênh (tấm ván).
wind breaker	(danh từ) (từ mỹ, nghĩa mỹ) (như) wind-cheater.
wind-bound	(tính từ) (hàng hi) bị gió ngược chặn lại, bị gió làm chậm lại.
wind-break	(danh từ) hàng rào chắn gió; hàng cây chắn gió.
wind-breaker	(danh từ) như wind-cheater.
wind-broken	(tính từ) thở hổn hển, đứt hi (ngựa).
wind-cheater	(danh từ) áo chống gió (bằng da, bằng len dày, thắt ngang lưng) ((từ mỹ, nghĩa mỹ) wind_breaker).
wind-egg	(danh từ) trứng không có trống.
wind-fertilization	(danh từ) (thực vật) sự thụ phấn nhờ gió.
wind-firm	(tính từ) chịu gió.
wind-flower	(danh từ) (thực vật học) cỏ chân ngỗng.
wind-gage	(danh từ) (kỹ thuật) cái đo gió.
wind-gauge	(danh từ) (kỹ thuật) cái đo gió.
wind-gun	(danh từ) súng hơi.
wind-instrument	(danh từ) (âm nhạc) nhạc khí thổi.
